id	rank	doi	docType	title	originalTitle	bookTitle	year	date	publisher	journal	conferenceSeries	conferenceInstance	volume	issue	firstPage	lastPage	references	citations	estimatedCitations	createdAt
2564776050	29380		Patent	vorrichtung zur herstellung von camembert brie oder aehnlichem kaese	VORRICHTUNG ZUR HERSTELLUNG VON CAMEMBERT-, BRIE- ODER AEHNLICHEM KAESE.		1968	1968-05-22									0	0	0	2017-01-06
2564776052	31456		Patent	router plane cutter	ROUTER-PLANE CUTTER.		1911	1911-12-19									0	4	4	2017-01-06
2564776054	24673			el sastre 2 0	El sastre 2.0		2014	2014-01-01					45	1134	26	27	0	0	0	2017-01-06
2564776061	21711		Patent	electronic clock or clock radio with an alarm signal of differing loudness level	Electronic clock or clock radio with an alarm signal of differing loudness level		1982	1982-08-13									2	9	9	2017-01-06
2564776071	25114			aronas pagasta bērnu dārza vadītāja regīna lielvalode	Aronas pagasta Bērnu dārza vadītāja Regīna Lielvalode		2000	2000-01-13	Latvijas Radio								0	0	0	2017-01-06
2564776072	24468		Patent	minimum retroreflectivity compliance method and assembly	MINIMUM RETROREFLECTIVITY COMPLIANCE METHOD AND ASSEMBLY		2016	2016-11-16									1	0	0	2017-01-06
2564776073	25775	10.7767/wjk-1996-0109		docent et delectant architektur und rhetorik am beispiel von johann bernhard fischer von erlach	Docent et delectant Architektur und Rhetorik am Beispiel von Johann Bernhard Fischer von Erlach		1996	1996-01-01					49	1			0	0	0	2017-01-06
2564776074	24397			a unified framework for identifiability analysis in bilinear inverse problems	A unified framework for identifiability analysis in bilinear inverse problems		2015	2015-07-08									0	0	0	2017-01-06
2564776075	24366	10.1007/978-3-662-52699-6_6		zentralvenose katheter zur akut und dauerbehandlung	Zentralvenöse Katheter zur Akut- und Dauerbehandlung		2017	2017-01-01	Springer, Berlin, Heidelberg						125	135	35	0	0	2017-01-06
2564776077	29073		Patent	primaer leckschutz fuer lagerbehaelter mit leck warngeraet	Primaer-Leckschutz fuer Lagerbehaelter mit Leck-Warngeraet		1971	1971-03-25									0	0	0	2017-01-06
2564776082	22969	10.1036/1097-8542.801000	Journal	gamma ray bursts	Gamma-ray bursts		2016	2016-01-01	McGraw-Hill Education	2764746627							0	0	0	2017-01-06
2564776084	26719			352 subsurfase distribution of the gabbroic masses around the mts hayama and utsusigatake and uppermost structure of the abukuma granitic rocks abukuma plateau	352. Subsurfase distribution of the gabbroic masses around the Mts. Hayama and Utsusigatake,and uppermost structure of the Abukuma granitic rocks, Abukuma plateau.		1994	1994-09-20	The Geological Society of Japan				101		232		0	0	0	2017-01-06
2564776088	26719			intraspecificvariationin potamogeton pectinatusl acontrolledlaboratory experiment	Intraspecificvariationin Potamogeton pectinatusL.: acontrolledlaboratory experiment		1994	1994-01-01									7	0	0	2017-01-06
2564776092	24820			modificaciones locales y parafrasis de la historia de revisiones de wikipedia	Modificaciones locales y paráfrasis de la historia de revisiones de Wikipedia		2011	2011-04-01	Sociedad Española para el Procesamiento del Lenguaje Natural								0	0	0	2017-01-06
2564776098	21034	10.1097/GOX.0000000000001144	Journal	an appraisal of internal mammary artery perforators as recipient vessels in microvascular breast reconstruction an analysis of 515 consecutive cases	An Appraisal of Internal Mammary Artery Perforators as Recipient Vessels in Microvascular Breast Reconstruction—An Analysis of 515 Consecutive Cases		2016	2016-01-12		2754281505			4	12			24	3	3	2017-01-06
2564776099	22183		Journal	kant zu geschichte kultur und recht herausgegeben von wolfgang bock	Kant zu Geschichte, Kultur und Recht, [Herausgegeben von Wolfgang Bock]		2016	2016-01-01	Con-textos kantianos	2737446356				4	332	337	0	0	0	2017-01-06
2564776101	23725		Patent	waermerueckstellfaehiger gegenstand zur umhuellung und abdichtung einer leiterverbindung	WAERMERUECKSTELLFAEHIGER GEGENSTAND ZUR UMHUELLUNG UND ABDICHTUNG EINER LEITERVERBINDUNG		1976	1976-04-15									7	6	6	2017-01-06
2564776120	28766			suspended matter and the stability of the water column	SUSPENDED MATTER AND THE STABILITY OF THE WATER COLUMN		1974	1974-01-01									10	0	0	2017-01-06
2564776124	22659			scaling the mountain an exploration of gendered experience of academic staff in relation to the research excellence framework 2014	Scaling the mountain: an exploration of gendered experience of academic staff in relation to the Research Excellence Framework 2014		2015	2015-12-01									0	0	0	2017-01-06
2564776132	21752	10.1021/acs.molpharmaceut.6b00886	Journal	in vivo drug delivery performance of lipiodol based emulsion or drug eluting beads in patients with hepatocellular carcinoma	In Vivo Drug Delivery Performance of Lipiodol-Based Emulsion or Drug-Eluting Beads in Patients with Hepatocellular Carcinoma		2017	2017-02-06	American Chemical Society	204562082			14	2	448	458	48	4	4	2017-01-06
2564776138	24313		Patent	vorrichtung zur verabreichung von peptidwirkstoffen in aerosolform	Vorrichtung zur verabreichung von peptidwirkstoffen in aerosolform		1995	1995-10-27									0	1	1	2017-01-06
2564776141	26822		Patent	n acetophenone formamide and application as bactericide agent of same	N-acetophenone formamide and application as bactericide agent of same		1993	1993-09-04									0	0	0	2017-01-06
2564776171	24673			la reforma laboral de 2012 modificacion en el regimen juridico del despido y sus causas	La reforma laboral de 2012 : modificación en el régimen jurídico del despido y sus causas		2014	2014-01-01									0	0	0	2017-01-06
2564776172	21578	10.1200/jco.2011.29.15_suppl.3002	Journal	phase i study of pf 04554878 a second generation focal adhesion kinase fak inhibitor in patients with advanced solid tumors	Phase I study of PF-04554878, a second-generation focal adhesion kinase (FAK) inhibitor, in patients with advanced solid tumors.		2011	2011-05-20	J Clin Oncol	15137598			29		3002	3002	0	4	4	2017-01-06
2564776173	25901			charles philipon francois rene chateaubriand and henri gisquet	Charles Philipon, Francois Rene Chateaubriand and Henri Gisquet		2002	2002-03-01	Kanagawa Institute of Technology				26		33	44	0	0	0	2017-01-06
2564776177	20590	10.1109/TRO.2016.2631591	Journal	geometry based trajectory planning of a 3 3 cable suspended parallel robot	Geometry-Based Trajectory Planning of a 3-3 Cable-Suspended Parallel Robot		2017	2017-04-01	IEEE	144620930			33	2	484	491	15	7	7	2017-01-06
2564776179	25243		Patent	新規グリセロール脱水素酵素 その遺伝子 及びその利用法	新規グリセロール脱水素酵素、その遺伝子、及びその利用法		2005	2005-12-30									0	0	0	2017-01-06
2564776184	24468	10.1201/9781315388502-154		airtightness technologies for the kurashiki lpg storage cavern	Airtightness technologies for the Kurashiki LPG storage cavern		2016	2016-07-29							891	896	0	0	0	2017-01-06
2564776194	23191			libguides psy 365e emotion scholarly articles	LibGuides: PSY 365E - Emotion: Scholarly Articles		2016	2016-09-19									0	0	0	2017-01-06
2564776200	20775			behavior of reinforced wall system during the 1999 kocaeli izmit turkey earthquake	Behavior of Reinforced Wall System During the 1999 Kocaeli (Izmit), Turkey, Earthquake		2004	2004-01-01									0	7	7	2017-01-06
2564776201	20796	10.1109/ICNP.2016.7784474	Conference	considerations for re designing the cellular infrastructure exploiting software based networks	Considerations for re-designing the cellular infrastructure exploiting software-based networks	ICNP	2016	2016-11-01			1156688768	2324342061			1	6	6	2	2	2017-01-06
2564776214	21270	10.1016/j.ajog.2016.11.075	Journal	171 induction of labor versus scheduled cesarean for medically indicated early preterm birth	171: Induction of labor versus scheduled cesarean for medically indicated early preterm birth		2017	2017-01-01	Elsevier	122347013			216	1			0	0	0	2017-01-06
2564776217	24591		Patent	verfahren zum lesen eines speichers in einem kontaktlosen datentrager	Verfahren zum Lesen eines Speichers in einem kontaktlosen Datenträger		2005	2005-05-17									0	0	0	2017-01-06
2564776224	20322		Patent	uplink and electromagnetic field based triggers for handover	Uplink and electromagnetic field based triggers for handover		2016	2016-08-24									2	2	2	2017-01-06
2564776228	26105			vicente blasco ibanez y china	Vicente Blasco Ibáñez y China		2000	2000-01-01							977	989	0	0	0	2017-01-06
2564776241	23203			evaluation of metamodeling techniques on a co2 injection simulation study	Evaluation of Metamodeling Techniques on a CO2 Injection Simulation Study		2014	2014-01-01									0	1	1	2017-01-06
2564776258	26005	10.2527/jas1969.294661x	Journal	method for isolating the rumen of sheep in situ	Method for Isolating the Rumen of Sheep In Situ		1969	1969-10-01	The American Society of Animal Science	72684844			29	4	661	667	11	4	4	2017-01-06
2564776259	24232	10.1109/WorldCIS.2015.7359400	Conference	keynote speaker 2 secure software engineering in the cloud	Keynote speaker 2: Secure software engineering in the cloud	WorldCIS	2015	2015-10-01			2754266827				12	12	0	0	0	2017-01-06
2564776276	25890			21083 variation of ground motion predicted using uncertain and heterogeneous source model	21083 Variation of Ground Motion Predicted using Uncertain and Heterogeneous Source Model		2002	2002-08-02	Architectural Institute of Japan				2002		165	166	0	0	0	2017-01-06
2564776280	24468			contribucion de educadores de la ensenanza tecnica profesional del siglo xx en guantanamo	Contribución de educadores de la Enseñanza Técnica Profesional del siglo XX en Guantánamo		2016	2016-01-01	Universidad de Guantánamo				15	55	83	91	0	0	0	2017-01-06
2564776281	24775			candylipz lip shaper system stylemax chicago august 10 12 2013 baolink global online trade show bringing wholesale vendors and retail buyers together	CandyLipz - Lip-Shaper System - Stylemax Chicago August 10-12 2013 - BAOlink - Global Online Trade Show Bringing Wholesale Vendors and Retail Buyers Together		2013	2013-01-01	BAOlink Market News								0	0	0	2017-01-06
2564776283	23756	10.1002/ppsc.201600291	Journal	structural and optical properties of gold silica mushroom particles prepared by interfacial templating	Structural and Optical Properties of Gold/Silica “Mushroom” Particles Prepared by Interfacial Templating		2017	2017-02-01	Wiley	2437199			34	2	1600291		40	0	0	2017-01-06
2564776284	25079		Patent	1 2 hydroxyethyl 2 alkyl 5 nitroimida zoles prepn	1-(2-hydroxyethyl)-2-alkyl-5-nitroimida- - zoles prepn		1971	1971-07-15									0	1	1	2017-01-06
2564776285	25798			detection et isolation de populations cellulaires d un muscle au moyen d anticorps diriges contre fa1 dlk1	DETECTION ET ISOLATION DE POPULATIONS CELLULAIRES D'UN MUSCLE AU MOYEN D'ANTICORPS DIRIGES CONTRE FA1/DLK1		2003	2003-10-03									0	0	0	2017-01-06
2564776286	25336		Patent	oxim derivate deren herstellung und deren therapeutische anwendung	Oxim-Derivate, deren Herstellung und deren therapeutische Anwendung		1995	1995-09-10									0	0	0	2017-01-06
2564776292	22557	10.1080/14330237.2016.1250407	Journal	cultural conceptions of a bereavement related illness in a south african indigenous community	Cultural conceptions of a bereavement-related illness in a South African indigenous community		2016	2016-12-20	Routledge	188876174			26	6	541	545	33	2	2	2017-01-06
2564776295	24439		Patent	verfahren zur kristallisation und abtrennung niedermolekularer komponenten aus einem granulat eines kristallisationsfahigen thermoplastischen materials sowie vorrichtung hierzu	Verfahren zur Kristallisation und Abtrennung niedermolekularer Komponenten aus einem Granulat eines kristallisationsfähigen thermoplastischen Materials sowie Vorrichtung hierzu		2016	2016-10-20									7	0	0	2017-01-06
2564776297	24446	10.1163/18758185-01304006	Journal	defending rorty pragmatism and liberal virtue written by william m curtis	Defending Rorty: Pragmatism and Liberal Virtue , written by William M. Curtis		2016	2016-12-01	Brill Academic Publishers, Inc.	106011828			13	4	441	444	0	0	0	2017-01-06
2564776302	24564			evaluation of accuracy of 99mtc v dimercaptosuccinic acid scintigraphy and fecal calprotectin versus colonoscopy in localizing active lesion in inflammatory bowel disease	EVALUATION OF ACCURACY OF 99MTC (V)-DIMERCAPTOSUCCINIC ACID SCINTIGRAPHY AND FECAL CALPROTECTIN VERSUS COLONOSCOPY IN LOCALIZING ACTIVE LESION IN INFLAMMATORY BOWEL DISEASE		2015	2015-01-01	GOVARESH JOURNAL				20		0	0	0	0	0	2017-01-06
2564776306	25082	10.1007/978-1-137-07516-1_8	BookChapter	og economies with production	OG Economies with Production	Overlapping Generations Economies	2010	2010-01-01	Macmillan Education UK						115	139	0	0	0	2017-01-06
2564776308	35683	10.1515/if-1905-0103	Journal	torbiornsson t jamforande sprakvetenskap ur allmanbildande och pedagogisk synpunkt	Torbiörnsson T. Jämförande spräkvetenskap ur allmänbildande och pedagogisk synpunkt		1905	1905-01-01		54817862			17				0	0	0	2017-01-06
2564776311	24931	10.20970/kasw.2011.63.2.010	Journal	the factors determining on the employment rate of men aged 55 64 in 15 oecd countries	The Factors Determining on the Employment Rate of Men Aged 55~64 in 15 OECD Countries		2011	2011-01-05		2764769169			63	2	233	260	9	0	0	2017-01-06
2564776319	24675			spitfire xiv frc rm 921	Spitfire XIV-FRC (RM 921)		2012	2012-01-01									0	0	0	2017-01-06
2564776321	21856	10.1080/01609513.2016.1258620	Journal	utilizing expressive arts to explore educational goals among girls in haiti	Utilizing Expressive Arts to Explore Educational Goals among Girls in Haiti		2018	2018-04-03	Routledge	66612391			41		111	124	16	1	1	2017-01-06
2564776325	31017	10.1080/19306962.1952.11786621		heinrich meyer goethe das leben im werk hamburg bergedorf stromverlag 1951 pp 705 5 75	Heinrich Meyer, Goethe: Das Leben im Werk: Hamburg-Bergedorf: Stromverlag, 1951. Pp. 705. $5.75.		1952	1952-01-10					27	3	210	211	0	0	0	2017-01-06
2564776344	24543	10.12797/Politeja.12.2015.35.08		jeśli my zapomnimy kto bedzie pamietal dzielo sztuki jako manifestacja postpamieci	„Jeśli my zapomnimy, kto będzie pamiętał?”. Dzieło sztuki jako manifestacja postpamięci		2015	2015-01-01	Księgarnia Akademicka				12	35	105	122	2	0	0	2017-01-06
2564776345	24673			perencanaan chek dam sungai cijolang di desa jangalaharja kabupaten ciamis	Perencanaan Chek Dam Sungai Cijolang di Desa Jangalaharja Kabupaten Ciamis		2014	2014-01-17									0	0	0	2017-01-06
2564776352	24083	10.17977/jp.v1i7.6545	Journal	hubungan pengembangan karir kompetensi profesional dan motivasi kerja dengan kinerja guru paud di kecamatan driyorejo kabupaten gresik	Hubungan Pengembangan Karir, Kompetensi Profesional, dan Motivasi Kerja dengan Kinerja Guru Paud di Kecamatan Driyorejo Kabupaten Gresik		2016	2016-07-01	State University of Malang	2738033516			1	7	1297	1304	0	0	0	2017-01-06
2564776358	23591		Patent	filling foundry mould with sand supplying from bunker into screening arrangement and conveying finer fraction to pattern and coarser fraction to fill mould	Filling foundry mould with sand - supplying from bunker into screening arrangement, and conveying finer fraction to pattern and coarser fraction to fill mould		1991	1991-07-25									4	1	1	2017-01-06
2564776360	23931		Patent	material comprising a functional layer made from silver crystallised on a nickel oxide layer	MATERIAL COMPRISING A FUNCTIONAL LAYER MADE FROM SILVER, CRYSTALLISED ON A NICKEL OXIDE LAYER		2017	2017-07-06									9	0	0	2017-01-06
2564776363	24775			대학의 학업지원 교수 학생 교류 능동적 협동적 학습 및 학업도전의 구조적 관계 분석	대학의 학업지원, 교수-학생 교류, 능동적 · 협동적 학습 및 학업도전의 구조적 관계 분석		2013	2013-11-01	한국열린교육학회				21		201	225	0	0	0	2017-01-06
2564776383	25287			effets des horaires de travail poste et de nuit sur la qualite du sommeil la vigilance et la qualite de vie etude interregionale franco allemande	Effets des horaires de travail posté et de nuit sur la qualité du sommeil, la vigilance et la qualité de vie : Étude interrégionale franco-allemande		2008	2008-03-28	Elsevier Masson								0	0	0	2017-01-06
2564776386	22676		Conference	mc parallel portable monte carlo neutron transport in c	MC++: Parallel, portable, Monte Carlo neutron transport in C++	PPSC	1997	1997-02-01	Sandia National Laboratories		2755344261						3	1	1	2017-01-06
2564776388	21888		Patent	flexographic relief printing plate treatment to give tack free surface using bromine in plate based on styrene isoprene block copolymer	Flexographic relief printing plate treatment to give tack-free surface - using bromine in plate based on styrene!-isoprene! block copolymer		1978	1978-05-29									1	18	18	2017-01-06
2564776389	25082			are demographics predictor factors of the type of hip fracture following fall in the elderly	ARE DEMOGRAPHICS PREDICTOR FACTORS OF THE TYPE OF HIP FRACTURE FOLLOWING FALL IN THE ELDERLY		2010	2010-10-01	Orthopaedic Proceedings						556	556	0	0	0	2017-01-06
2564776395	30096			articulate christianity in modern african life	articulate Christianity in Modern African Life		1961	1961-01-01	Apollo Magazine				75	442	173	174	0	0	0	2017-01-06
2564776397	21895			reducing biomechanical risk factors associated with injury during landing and improving performance in 11 13 year old netball athletes	Reducing biomechanical risk factors associated with injury during landing and improving performance in 11-13 year old netball athletes		2016	2016-01-01									0	0	0	2017-01-06
2564776398	19534	10.1073/pnas.1618803114	Journal	linking parasite populations in hosts to parasite populations in space through taylor s law and the negative binomial distribution	Linking parasite populations in hosts to parasite populations in space through Taylor's law and the negative binomial distribution		2017	2017-01-03	National Acad Sciences	125754415			114	1			28	4	4	2017-01-06
2564776402	25055		Journal	effect of using a quick acting insulin analogue in various treatment regimens in children and adolescents with type 1 diabetes	Effect of Using a Quick-acting Insulin Analogue in Various Treatment Regimens in Children and Adolescents with Type 1 Diabetes		2004	2004-01-01	THE JAPAN DIABETES SOCIETY	2764421625			47	10	799	805	0	0	0	2017-01-06
2564776409	24789			the near east beginning to 8000 b c	The Near East: Beginning to 8000 B.C.		2008	2008-10-14	CNX.org								0	0	0	2017-01-06
2564776410	28686	10.1093/ajcp/5.1.40	Journal	the mechanism of jaundice a working hypothesis	The Mechanism of Jaundice: A Working Hypothesis		1935	1935-01-01		15871148			5	1	40	54	0	2	2	2017-01-06
2564776419	25177		Patent	schutzschalter und spannungsbegrenzungsschaltung and voltage limiting circuit breaker	Schutzschalter und Spannungsbegrenzungsschaltung And voltage limiting circuit breaker		1995	1995-09-07									0	0	0	2017-01-06
2564776420	24468			upaya meningkatkan minat belajar ips melalui penerapanmodel pembelajaran snowball throwing pada siswakelas v sd negeri batursari 1 kecamatansapuran kabupaten wonosobotahun pelajaran 2015 2016	UPAYA MENINGKATKAN MINAT BELAJAR IPS MELALUI PENERAPANMODEL PEMBELAJARAN SNOWBALL THROWING PADA SISWAKELAS V SD NEGERI BATURSARI 1 KECAMATANSAPURAN KABUPATEN WONOSOBOTAHUN PELAJARAN 2015/2016		2016	2016-01-01									0	0	0	2017-01-06
2564776427	29585		Patent	ueberwachungseinrichtung an einer foerderstation	UEberwachungseinrichtung an einer Foerderstation		1966	1966-04-21									0	0	0	2017-01-06
2564776438	24877			as praticas educativas parentais em criancas dos 0 aos 12 anos na provincia de benguela	As práticas educativas parentais em crianças dos 0 aos 12 anos na província de Benguela		2012	2012-01-01									0	0	0	2017-01-06
2564776444	24468		Patent	walk behind mower trimmer	WALK-BEHIND MOWER/TRIMMER		2016	2016-10-27									0	0	0	2017-01-06
2564776445	24673			research guides how to find evidence based journal articles examples	Research Guides: How To Find Evidence-Based Journal Articles: Examples		2014	2014-08-05									0	0	0	2017-01-06
2564776448	22690	10.1109/IEEM.2016.7798008	Conference	solving the scheduling problem of machines with auxiliary tools	Solving the scheduling problem of machines with auxiliary tools		2016	2016-12-01			1141689323				903	906	15	0	0	2017-01-06
2564776453	24190	10.1149/07001.0089ecst		thin layers of lead for use in lithium cells as the negative electrode	Thin Layers of Lead for Use in Lithium Cells As the Negative Electrode		2015	2015-12-11	The Electrochemical Society				70	1	89	93	0	0	0	2017-01-06
2564776454	21204	10.1158/1538-7445.AM2015-5343	Journal	abstract 5343 the effect of horizontal and vertical inhibition of nodes within the mapk and pi3k akt pathways in nsclc models	Abstract 5343: The effect of horizontal and vertical inhibition of nodes within the MAPK and PI3K-AKT pathways in NSCLC models		2015	2015-08-01		168522863			75		5343	5343	0	1	1	2017-01-06
2564776463	25567			mayan eyes have seen the glory or please don t squeeze the shaman an interdisciplinary integrated thematic study chaac full of culture and jaded history of the mayan civilization fulbright hays summer seminars abroad program 2000 mexico guatemala	"Mayan Eyes Have Seen the Glory..." or "Please Don't Squeeze the Shaman!" An Interdisciplinary, Integrated, Thematic Study "Chaac" Full of Culture and "Jaded" History of the Mayan Civilization. Fulbright-Hays Summer Seminars Abroad Program, 2000 (Mexico/Guatemala).		2000	2000-01-01									0	0	0	2017-01-06
2564776481	24570	10.12737/13634		defend our victory the fight against the falsifi cation of the history of the great patriotic war in russia today	Defend Our Victory: the Fight Against the Falsifi cation of the History of the Great Patriotic War in Russia Today		2015	2015-09-10					5	3	6	14	13	0	0	2017-01-06
2564776482	25389			trends in native north american studies in japan history	Trends in Native North American Studies in Japan : History		2007	2007-01-01	Rikkyo University				29		73	107	0	0	0	2017-01-06
2564776496	25389		Patent	vorrichtung zum andern des winkels einer gewehrschaftbacke	VORRICHTUNG ZUM ÄNDERN DES WINKELS EINER GEWEHRSCHAFTBACKE		2007	2007-02-08									0	0	0	2017-01-06
2564776501	25798		Patent	navigation system and controlling method for the motor vehicle	Navigation system and controlling method for the motor vehicle		2003	2003-10-21									0	0	0	2017-01-06
2564776505	25062			janice meyer and friends piano chamber music	Janice Meyer and friends : Piano chamber music		1988	1988-11-02	ASU Library. Music Library								0	0	0	2017-01-06
2564776506	26105	10.15407/knit2000.04.961		proposals for the iss photosynthesis 2 experiment influence of microgravity on oxygenic photosynthesis	Proposals for the ISS: «Photosynthesis-2» Experiment Influence of microgravity on oxygenic photosynthesis		2000	2000-07-30					6	4	96	96	0	0	0	2017-01-06
2564776512	28502			la rebelion de los sannyasis	La rebelión de los Sannyasis		1974	1974-01-01					9		2	13	0	0	0	2017-01-06
2564776520	23026		Patent	verfahren zum oberflaechenhaerten	VERFAHREN ZUM OBERFLAECHENHAERTEN		1986	1986-02-06									0	1	1	2017-01-06
2564776524	24096			corrosion resistance of steel in ethanol containing lonic liquid salts	Corrosion resistance of steel in ethanol containing lonic liquid salts		2009	2009-01-01					65	10			0	0	0	2017-01-06
2564776526	21801	10.1093/ajae/aaw089	Journal	price elasticity of groundwater demand attenuation and amplification bias due to incomplete information	Price Elasticity of Groundwater Demand: Attenuation and Amplification Bias due to Incomplete Information		2016	2016-12-26	Agricultural and Applied Economics Association	91754907			99	2	401	426	41	2	2	2017-01-06
2564776529	23750		Patent	schweissverbindung zwischen rohren	Schweissverbindung zwischen Rohren		1970	1970-08-13									0	4	4	2017-01-06
2564776533	24570			propagace nevladni neziskove organizace nadace proměny	Propagace nevládní neziskové organizace - Nadace Proměny		2015	2015-01-01	Vysoká škola finanční a správní								0	0	0	2017-01-06
2564776534	20560	10.12688/wellcomeopenres.9964.1		effects of tranexamic acid on platelet function and thrombin generation etaplat woman trial sub study	Effects of tranexamic acid on platelet function and thrombin generation (ETAPlaT): WOMAN trial sub-study		2016	2016-12-15	Ludwig-Maximilians-Universität München				1		29	29	9	2	2	2017-01-06
2564776538	22593	10.1016/j.aaspro.2016.12.009	Journal	agricultural land use systems and groundwater quality impact assessment using nutrient balances for evaluation monitoring and conservation of natural resources	Agricultural Land Use Systems and Groundwater Quality: Impact Assessment Using Nutrient Balances for Evaluation, Monitoring and Conservation of Natural Resources☆		2016	2016-01-01	Elsevier	2764500985			11		49	58	7	0	0	2017-01-06
2564776550	22553	10.1007/978-3-319-40700-5_1		an introduction to innovative methods in media and communication research	An Introduction to Innovative Methods in Media and Communication Research		2016	2016-01-01	Palgrave Macmillan, Cham						1	12	19	1	1	2017-01-06
2564776552	29895		Patent	mail box for rural free delivery routes	MAIL-BOX FOR RURAL FREE-DELIVERY ROUTES.		1917	1917-03-29									0	3	3	2017-01-06
2564776558	29994		Patent	zigarettenstrangmaschine mit endlosem umlaufendem tabak und formatband sowie einer egalisiervorrichtung	Zigarettenstrangmaschine mit endlosem umlaufendem Tabak- und Formatband sowie einer Egalisiervorrichtung		1962	1962-01-18									0	0	0	2017-01-06
2564776562	25375			responses to peter sutton archana parashar	Responses to Peter Sutton : Archana Parashar		2006	2006-01-01	Division of Law, Macquarie University								0	0	0	2017-01-06
2564776563	24530		Patent	verfahren zur formgebenden herstellung von fertigprodukten aus eisenknueppeln	VERFAHREN ZUR FORMGEBENDEN HERSTELLUNG VON FERTIGPRODUKTEN AUS EISENKNUEPPELN		1977	1977-07-28									2	1	1	2017-01-06
2564776567	24570			new interpretation and modelling results for large scale neogene channel and fan systems implications for hydrocarbon prospectivity deepwater taranaki basin new zealand	New Interpretation and Modelling Results for Large Scale Neogene Channel and Fan Systems: Implications for Hydrocarbon Prospectivity, Deepwater Taranaki Basin, New Zealand		2015	2015-01-01	Petroleum Exploration Society of Australia (PESA)								0	0	0	2017-01-06
2564776568	23968			clients consumers or collaborators parents and their roles in school reform during children achieving 1995 2000 occasional paper	Clients, Consumers, or Collaborators? Parents and Their Roles in School Reform during "Children Achieving," 1995-2000. Occasional Paper.		2001	2001-08-01	Consortium for Policy Research in Education, 3440 Market Street, Suite 560, Philadelphia, PA 19104-3325. Tel: 215-573-0700; Fax: 215-573-7914; e-mail: cpre@gse.upenn.edu; Web site: http://www.gse.upenn.edu/cpre/. For full text: http://www.cpre.org/Research/children04.pdf.								0	2	2	2017-01-06
2564776570	23845			методы анализа социальной сети для оптимизации системы коммуникаций в проектно ориентированной компании	Методы анализа социальной сети для оптимизации системы коммуникаций в проектно-ориентированной компании		2015	2015-01-01	Общество с ограниченной ответственностью "Издательский Дом "Академия Естествознания"				2	12	412		0	0	0	2017-01-06
2564776571	26017			cryopreservation of protoplasts isolated from thalli of porphyra yezoensis form narawaensis	Cryopreservation of protoplasts isolated from thalli of Porphyra yezoensis form. narawaensis		1997	1997-01-01									0	0	0	2017-01-06
2564776573	25384		Patent	luftreifen mit verstarkten seitenwande	Luftreifen mit verstärkten Seitenwände		2004	2004-12-23									0	0	0	2017-01-06
2564776574	23600			schwerpunkt stadterneuerung und festivalisierung	Schwerpunkt : Stadterneuerung und Festivalisierung		2011	2011-01-01	Univ.-Verl. der Techn. Univ. Berlin								0	1	1	2017-01-06
2564776579	22974		Patent	estimation of background noise in audio signals	ESTIMATION OF BACKGROUND NOISE IN AUDIO SIGNALS		2017	2017-03-09									64	0	0	2017-01-06
2564776588	26208			zgodovina lesarske znanosti	Zgodovina lesarske znanosti		1999	1999-01-01	Zveza društev inženirjev in tehnikov gozdarstva in lesarstva Slovenije						15	17	0	0	0	2017-01-06
2564776589	21773		Journal	hdectin 1 mediates cross presentation of epitopes via the cytosolic pathway	hDectin-1 Mediates Cross-Presentation of Epitopes Via the Cytosolic Pathway.		2007	2007-11-16	American Society of Hematology	200071133			110	11	2313	2313	0	0	0	2017-01-06
2564776590	30813			alrededor de una pastoral sobre el salario justo	Alrededor de una pastoral sobre el salario justo		1954	1954-01-01	Ediciones Fax				9	33	45	59	0	0	0	2017-01-06
2564776598	24128			наследие а с пушкина в культурно исторической жизни рязани середины χιχ века поэзия а в антонова	Наследие А. С. Пушкина в культурно-исторической жизни Рязани середины χιχ века: поэзия А. В. Антонова		2015	2015-01-01	Государственное образовательное учреждение высшего профессионального образования "Рязанский государственный университет им. С.А. Есенина"								0	0	0	2017-01-06
2564776601	21362	10.1093/mnras/stw3274	Journal	atomic gas in debris discs	Atomic gas in debris discs		2017	2017-04-21	Oxford University Press	195663288			466	3	3582	3593	49	4	4	2017-01-06
2564776606	24468			necesidad de establecer escalas porcentuales en el juzgamiento de los delitos hidrocarburiferos en el codigo organico integral penal	Necesidad de establecer escalas porcentuales en el juzgamiento de los delitos hidrocarburíferos en el Código Orgánico Integral Penal		2016	2016-01-01	Loja								0	0	0	2017-01-06
2564776621	23989		Patent	electric field sensor system and method for programming electronic devices on a wafer	ELECTRIC FIELD SENSOR, SYSTEM, AND METHOD FOR PROGRAMMING ELECTRONIC DEVICES ON A WAFER		2016	2016-10-20									10	0	0	2017-01-06
2564776623	24468	10.1080/07375034.2016.1234999		tōdai no bungaku riron fukko to sōshin	Tōdai no bungaku riron: “fukko” to “sōshin”		2016	2016-01-01	Routledge				34	1	128	132	0	0	0	2017-01-06
2564776626	24673		Patent	back contact solar cell and manufacturing method thereof	Back-contact solar cell and manufacturing method thereof		2014	2014-01-22									0	0	0	2017-01-06
